pair,trt,temp,clip,color,genotype,tank,start.len,start.rhiz.diam,start.rhiz.len,no.shoots.pre.heat,no.shoots.post.heat,length1.T1,length2.T1,length3.T1,length4.T1,lengthtot.T1,days.T1,growth.rate.T1,no.shoots.preC1,no.shoots.postC1,dead.T1,dead.TR,dead.preC,dead.postC,status.bd,no.shoots.bd,width.bd,date.measured.bd,days.bd,length1.bd,length2.bd,length3.bd,length4.bd,length5.bd,length6.bd,length7.bd,lengthtot.bd,growthrate.bd,grazing,laby,ss.np,dessicated,flowering,gen.id,old,new,rhiz,roots,rhizbrokeT1,rhizbroke.TR,squashed,SS.lost,replicate,notes,,
44,B,hot,none,B,DPS19,18,55,5,5.8,2,3,26,47,0,0,73,12,6.083333333,10,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,accidentally clipped - thrown out,,
44,B,hot,none,R,WPS20,18,66.5,5,6,2,3,22,33,2,0,57,12,4.75,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
44,C,cold,clip,B,DPS19,17,41.1,4,4,1,1,7.6,6.7,0,0,14.3,12,1.191666667,1,1,0,0,0,0,measured,1,0.4,29-Apr,13,5.9,4.2,8.4,0,0,0,0,18.5,1.423076923,0,0,0,0,0,125,0.029,0.012,0.091,0.05,0,0,0,0,1,,,
44,C,cold,clip,R,WPS20,17,31.7,3,4.3,1,1,7.7,23.9,0,0,31.6,12,2.633333333,0,0,0,0,1,1,dead,0,0,29-Apr,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
44,D,hot,clip,B,DPS19,18,22.9,4,3.8,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
44,D,hot,clip,R,WPS20,18,58.5,4,3.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
45,A,cold,none,B,orange,17,113.5,5,3.7,1,NA,NA,NA,NA,NA,NA,NA,NA,10,24,0,0,0,0,measured,27,0.9,29-Apr,13,0.4,9.1,29.7,20.9,3.9,24.2,0,88.2,6.784615385,1,1,8,0,0,162,4.708,1.621,2.29,0.833,NA,0,0,0,1,NOT LISTED ON DATA SHEET,,
45,A,cold,none,R,WPS03,17,111.7,4,5.5,2,3,16,19,38,3,76,12,6.333333333,NA,NA,0,0,0,0,measured,21,1,29-Apr,13,7.9,30.3,17.4,27.7,10.4,0,0,93.7,7.207692308,1,1,4,0,0,161,4.99,2.046,2.211,1.068,0,0,0,0,1,B and/or R grazed after 2nd clip,,
45,B,hot,none,B,orange,18,96.4,4,3.9,1,3,8.3,38.2,13,0,59.5,12,4.958333333,5,9,0,0,0,0,measured,24,0.9,2-May,16,22.4,1.6,10.2,21.7,13.1,15.1,6,90.1,5.63125,1,0,2,1,0,234,2.01,1.257,2,1.288,0,0,0,0,1,,,
45,B,hot,none,R,WPS03,18,99.1,4,5.5,2,2,7.4,45.1,15.1,0,67.6,12,5.633333333,NA,NA,0,0,0,0,measured,8,0.8,2-May,16,7.6,20.1,2.2,23.8,25.2,0,0,78.9,4.93125,1,0,0,0,0,233,0.573,0.768,0.62,0.6,0,0,0,0,1,,,
45,C,cold,clip,B,orange,17,117.7,6,4.4,2,3,39.5,4,33,0,76.5,12,6.375,9,18,0,0,0,0,measured,2,0.6,30-Apr,14,2.8,13.9,5.2,13.8,0,0,0,35.7,2.55,1,0,0,1,0,184,0.115,0.098,0.381,0.296,0,0,0,0,1,forgot to clip in clip1? ,,
45,C,cold,clip,R,WPS03,17,97.5,4,6,2,2,9,35,25,0,69,12,5.75,NA,NA,0,0,0,0,measured,16,0.9,30-Apr,14,8.8,19.8,1.3,20.4,0,0,0,50.3,3.592857143,1,0,0,1,0,175/185,0.736,0.66,1.286,0.687,0,0,0,0,1,,,
45,D,hot,clip,UK,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measured,1,0.4,27-Apr,11,6.3,7,12.6,0,0,0,0,25.9,2.354545455,0,0,0,1,0,76,0.069,0.029,0.006,0.017,NA,NA,NA,NA,0,,,
45,D,hot,clip,B,orange,18,109.4,4,4,1,2,52.2,2,0,0,54.2,12,4.516666667,7,9,0,0,0,NA,measured,6,0.7,27-Apr,11,10.9,17.7,2.2,18.8,0,0,0,49.6,4.509090909,0,0,0,1,0,77,0.667,0.245,0.349,0.223,NA,NA,NA,NA,0,,,
45,D,hot,clip,R,WPS03,18,70.3,3,6,2,2,32,37,4,0,73,12,6.083333333,NA,NA,0,0,0,NA,measured,5,0.6,27-Apr,11,8.5,1.2,7.4,0,0,0,0,17.1,1.554545455,1,1,0,1,0,74,0.244,0.074,0.251,0.136,NA,NA,NA,NA,0,,,
46,A,cold,none,B,DPS14,19,62.7,4,6,2,4,32.9,11.6,16.1,0,60.6,12,5.05,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
46,A,cold,none,R,WPS20,19,63.9,3,4.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
46,B,hot,none,B,DPS14,20,54.2,4,6,1,2,16,23,0,0,39,12,3.25,2,4,0,0,0,0,measured,19,0.9,3-May,17,7,3.3,13.6,12.5,25.8,5.3,27,94.5,5.558823529,1,1,0,1,0,250,2.123,0.697,1.308,0.923,0,0,0,0,0,,,
46,B,hot,none,R,WPS20,20,46.5,3,3.6,1,1,40,16.5,16.5,0,73,12,6.083333333,NA,NA,0,0,0,1,dead,0,0,3-May,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1.099,NA,0.959,0,0,0,0,0,"new is either 42 or 46B red; but 46B red supposedly dead…no leaf extensions, why biomass data? ",,
46,C,cold,clip,B,DPS14,19,58.1,5,4.1,3,3,18.3,10.8,0,0,29.1,12,2.425,8,10,0,0,0,0,measured,30,0.7,27-Apr,11,16.4,1,10.6,0,0,0,0,28,2.545454545,0,0,0,0,0,71,0.469,0.173,0.562,0.639,0,0,0,0,1,,,
46,C,cold,clip,R,WPS20,19,45.9,3,3.1,1,2,28.9,19.9,0,0,48.8,12,4.066666667,NA,NA,0,0,0,0,measured,2,0.2,27-Apr,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,69,0,0.006,0.17,0.202,0,0,0,0,1,old not enough to register,,
46,D,hot,clip,B,DPS14,20,76.4,4,6,1,1,10.1,1.4,0,0,11.5,12,0.958333333,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
46,D,hot,clip,R,WPS20,20,35.6,3,2.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
47,A,cold,none,R,green,19,66,6,6,2,2,17,17.3,0,0,34.3,12,2.858333333,NA,NA,0,0,0,0,measured,11,0.9,30-Apr,14,8.5,26.5,18.2,23,0,0,0,76.2,5.442857143,1,0,0,1,0,198,3.132,NA,1.267,2.399,1,0,0,0,3,"leaf extensions measured, so why is there no new biomass? ",,
47,A,cold,none,B,yellow,19,110.3,5,6,1,1,35.5,26,0,0,61.5,12,5.125,12,19,0,0,0,0,measured,22,0.9,30-Apr,14,11,23.5,11.6,23.2,0,0,0,69.3,4.95,0,0,1,0,0,219,2.733,1.632,2.1,1.403,0,0,0,0,3,,,
47,B,hot,none,R,green,20,69,5,6,2,3,8,38,13.5,0,59.5,12,4.958333333,NA,NA,0,0,0,0,measured,12,1,24-Apr,8,3.4,16.2,15.5,12.5,0,0,0,47.6,5.95,1,0,0,0,0,46,3.525,0.618,1.251,0.64,0,0,0,0,3,,,
47,B,hot,none,B,yellow,20,89.9,3,4.1,1,2,19.5,8,51,0,78.5,12,6.541666667,9,11,0,0,0,0,measured,16,0.9,24-Apr,8,12.2,10.9,5.2,0,0,0,0,28.3,3.5375,1,0,0,1,0,45,2.426,0.441,0.846,0.627,0,0,0,0,3,,,
47,C,cold,clip,R,green,19,70.5,4,6,1,2,29.5,3,27,0,59.5,12,4.958333333,NA,NA,0,0,0,0,measured,4,1,23-Apr,7,16,16,15.5,0,0,0,0,47.5,6.785714286,0,0,0,0,0,10,0.342,0.307,0.899,0.918,0,0,0,0,3,,,
47,C,cold,clip,B,yellow,19,83.5,4,6,1,1,9,4,0,0,13,12,1.083333333,5,7,0,0,0,0,measured,5,0.5,23-Apr,7,26,23.5,14.5,2.5,7,0,0,73.5,10.5,0,1,0,0,0,4,0.081,0.035,0.15,0.064,0,0,0,0,3,,,
47,D,hot,clip,R,green,20,56.6,5,4.7,1,2,26.5,29,4.7,0,60.2,12,5.016666667,NA,NA,0,0,0,0,measured,2,0.5,29-Apr,13,9,2.1,10.5,0,0,0,0,21.6,1.661538462,0,0,0,0,0,122,0.097,0.048,0.097,0.067,0,0,0,0,3,,,
47,D,hot,clip,B,yellow,20,96.6,3,6,1,2,37,34.5,0,0,71.5,12,5.958333333,5,4,0,0,0,0,measured,2,0.4,29-Apr,13,11.6,8.1,2.1,7.8,8.2,0,0,37.8,2.907692308,0,0,0,0,0,123,0.058,0.041,0.122,0.049,0,0,0,0,3,,,
48,A,cold,none,B,DPL10,19,77.8,3,4.3,2,3,1.4,9.3,26.3,18.2,55.2,12,4.6,4,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,broke 1 shoot after 2nd clipping,,
48,A,cold,none,R,MML15,19,29.4,4,2.9,1,1,7.5,3,0,0,10.5,12,0.875,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,,,
48,B,hot,none,B,DPL10,20,59.7,4,4.9,2,3,32.2,26.5,1.6,0,60.3,12,5.025,3,6,0,0,0,0,measured,24,0.9,4-May,18,20.5,25.2,10.2,25,0,0,0,80.9,4.494444444,1,0,7,0,0,280,1.888,1.585,1.715,1.438,0,0,0,0,1,punches have grown off,,
48,B,hot,none,R,MML15,20,38.3,4,4.6,1,1,6.5,16.7,1.1,0,24.3,12,2.025,0,0,0,1,1,1,dead,0,0,4-May,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
48,C,cold,clip,B,DPL10,19,55.5,2,3.1,2,2,25.6,17.1,0,0,42.7,12,3.558333333,9,15,0,0,0,0,measured,7,0.9,23-Apr,7,1.9,10.1,9.9,8.4,0,0,0,30.3,4.328571429,1,0,0,0,0,12,0.869,0.223,0.557,0.203,0,0,0,0,1,B and/or R grazed after 2nd clip,,
48,C,cold,clip,R,MML15,19,23.4,3,6,1,3,13,20.3,5.4,0,38.7,12,3.225,NA,NA,0,0,0,0,measured,4,0.6,23-Apr,7,6.5,3.6,5.9,0,0,0,0,16,2.285714286,1,0,0,0,0,13,0.255,0.049,0.221,0.099,0,0,0,0,1,,,
48,D,hot,clip,B,DPL10,20,29.9,3,4.6,1,2,37.9,20.5,0,0,58.4,12,4.866666667,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,LABELS 48 AND 49 ARE SWITCHED ON METABOLOMICS LABELS,,
48,D,hot,clip,R,MML15,20,23.1,4,5.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
49,A,cold,none,R,blue,19,56.1,4,5.9,1,3,8.5,1,20.5,0,30,12,2.5,0,0,0,0,0,0,measured,11,0.8,29-Apr,13,2.7,20,19,5.2,14,12.4,4.2,77.5,5.961538462,1,0,0,0,0,114/115,0.789,0.78,0.682,0.55,0,0,0,0,1,"at transplant, note of ""pretty dead"", interpreting this as ""pretty much dead"" and that it made a recovery because it was present at breakdown ",,
49,A,cold,none,B,DPL07,19,24.4,3,2.9,2,1,11,17.5,0,0,28.5,12,2.375,7,11,0,0,0,0,measured,7,0.5,29-Apr,13,34,37.6,27,30,12,14,13.5,168.1,12.93076923,0,0,0,0,0,116,0.397,0.376,0.18,0.39,0,0,0,0,1,,,
49,B,hot,none,R,blue,20,45.6,3,4.8,2,2,NA,NA,NA,NA,NA,12,NA,0,0,0,0,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,NO PUNCH,,
49,B,hot,none,B,DPL07,20,56.8,3,2.7,1,1,19.5,31,3,0,53.5,12,4.458333333,0,0,0,0,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
49,C,cold,clip,R,blue,19,68.4,4,6,0,1,20,16.5,0.5,0,37,12,3.083333333,NA,NA,0,0,0,0,measured,8,0.6,4-May,18,18.6,10.6,16,6.1,0,0,0,51.3,2.85,1,0,1,0,0,284,0.32,0.307,0.495,0.308,0,0,0,0,1,,,
49,C,cold,clip,B,DPL07,19,49.6,3,2.9,2,2,23.5,11.5,0,0,35,12,2.916666667,8,11,0,0,0,0,measured,4,0.6,4-May,18,4,13.5,10.5,17.5,0,0,0,45.5,2.527777778,0,0,0,0,0,283,0.116,0.137,0.328,0.224,0,0,0,0,1,,,
49,D,hot,clip,R,blue,20,46.8,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
49,D,hot,clip,B,DPL07,20,35.5,4,4.1,1,1,37.7,0,0,0,37.7,12,3.141666667,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,LABELS 48 AND 49 ARE SWITCHED ON METABOLOMICS LABELS,,
50,A,cold,none,R,DPS09,19,55.6,4,3.1,2,1,2.8,0,0,0,2.8,12,0.233333333,0,0,0,1,1,1,dead,11,0.8,27-Apr,11,5.8,14.8,8.2,14.5,6,0,0,49.3,4.481818182,1,1,5,1,0,68,1.865,0.555,0.998,0.616,0,0,0,1,0,,,
50,A,cold,none,B,red,19,74.4,4,6,3,2,18.5,8.7,0,0,27.2,12,2.266666667,4,9,0,0,0,0,measured,20,1,27-Apr,11,14.7,13.7,0,0,0,0,0,28.4,2.581818182,1,0,3,1,0,67,2.912,1.11,1.595,1.051,0,0,0,1,0,broke 1 shoot after 2nd clipping,,
50,B,hot,none,R,DPS09,20,39.4,4,4.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
50,B,hot,none,B,red,20,80.6,5,4.9,1,2,28.9,0,0,0,28.9,12,2.408333333,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
50,C,cold,clip,R,DPS09,19,49.9,4,6,2,3,2.6,22,11.6,0,36.2,12,3.016666667,5,5,0,0,0,0,measured,5,0.5,4-May,18,7.2,16.5,14,0,0,0,0,37.7,2.094444444,0,0,1,0,0,269,0.085,0.095,0.164,0.15,0,0,0,0,1,,,
50,C,cold,clip,B,red,19,74.2,4,5.7,1,2,21,19,0,0,40,12,3.333333333,0,0,0,1,1,1,dead,0,0,4-May,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
50,D,hot,clip,R,DPS09,20,27.8,3,4.5,1,1,20.5,30.4,0,0,50.9,12,4.241666667,NA,NA,0,0,0,0,measured,2,0.4,4-May,18,9.5,9.5,4.2,0,0,0,0,23.2,1.288888889,0,0,0,0,0,179,0.023,0.027,0.045,0.06,0,0,0,0,1,,,
50,D,hot,clip,B,red,20,97.7,4,4,1,2,35,34.4,0,0,69.4,12,5.783333333,3,3,0,0,0,0,measured,2,0.5,4-May,18,6.5,19,20.2,11,0,0,0,56.7,3.15,1,0,0,0,0,270,0.052,0.155,0.213,0.147,0,0,0,0,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
